r_no	u_no	s_no	income	expense
1166	118	10823	13816	0
1167	95	8407	6956	0
1168	10	2796	2898	0
1169	105	5725	33623	0
1170	190	9386	1545	0
1171	133	11539	20869	0
1172	190	1705	9565	0
1173	132	9334	30821	0
1174	83	1962	1739	0
1175	67	13923	7826	0
1176	10	12911	3188	0
1177	3	9652	11014	0
1178	7	5624	9565	0
1179	149	9028	18840	0
1180	70	6863	0	4347
1181	123	6871	289	0
1182	131	11851	30144	0
1183	100	550	0	1449
1184	208	13033	12173	0
1185	119	12832	1449	0
1186	119	8187	5217	0
1187	114	12110	772	0
1188	188	4699	20193	0
1189	33	5459	26086	0
1190	118	6078	0	6666
1191	66	1204	5410	0
1192	61	7920	14202	0
1193	72	13785	20869	0
1194	136	15260	289	0
1195	196	13421	5797	0
1196	36	2493	13526	0
1197	177	9416	8792	0
1198	194	7308	0	13526
1199	40	9385	19130	0
1200	80	9833	11304	0
1201	168	3393	18067	0
1202	33	15285	16811	0
1203	110	2246	18937	0
1204	15	12347	869	0
1205	48	3209	5603	0
1206	44	8350	11594	0
1207	65	12045	1449	0
1208	6	13628	1159	0
1209	75	14378	17391	0
1210	138	11799	869	0
1211	40	11043	0	11304
1212	100	684	0	0
1213	2	6068	3864	0
1214	167	4974	10434	0
1215	83	3483	17391	0
1216	162	5597	676	0
1217	157	8140	0	1256
1218	181	6771	9565	0
1219	86	7532	1159	0
1220	46	6187	869	0
1221	200	15460	0	3864
1222	73	1324	0	11594
1223	86	1463	1932	0
1224	174	11575	2318	0
1225	27	11056	2705	0
1226	87	15374	12753	0
1227	153	13413	25217	0
1228	56	15453	2318	0
1229	56	7608	22995	0
1230	77	4636	2705	0
1231	49	7769	0	2898
1232	77	12368	30144	0
1233	194	6784	5410	0
1234	127	7825	1545	0
1235	70	7011	11594	0
1236	101	3439	6956	0
1237	106	1396	4637	0
1238	53	12102	17584	0
1239	92	6181	7246	0
1240	206	3426	8502	0
1241	154	6404	9661	0
1242	60	3677	3671	0
1243	154	9675	5410	0
1244	151	14779	2222	0
1245	22	4984	5507	0
1246	34	13955	3188	0
1247	161	497	1352	0
1248	107	8717	1932	0
1249	196	2856	4057	0
1250	189	559	33816	0
1251	193	13426	16231	0
1252	77	10616	3091	0
1253	168	11411	6956	0
1254	74	12590	12173	0
1255	68	4023	676	0
1256	126	14447	10821	0
1257	104	15155	12560	0
1258	143	14645	25217	0
1259	71	6889	7536	0
1260	90	5967	13913	0
1261	31	2373	35169	0
1262	153	2689	13333	0
1263	82	13744	35169	0
1264	10	6427	23188	0
1265	45	13986	3188	0
1266	126	11377	20869	0
1267	137	2710	6183	0
1268	24	4841	0	966
1269	33	1203	31884	0
1270	165	12733	14879	0
1271	102	4665	579	0
1272	47	11712	3381	0
1273	143	2523	12753	0
1274	170	15318	0	11594
1275	195	10809	22608	0
1276	120	12255	15652	0
1277	48	11906	3478	0
1278	121	13997	20289	0
1279	154	1187	27053	0
1280	23	7308	2512	0
1281	32	1799	12753	0
1282	56	8153	23188	0
1283	2	1484	8695	0
1284	63	895	4057	0
1285	184	13163	1062	0
1286	81	4926	6086	0
1287	199	13162	1932	0
1288	39	12395	6086	0
1289	67	3036	579	0
1290	125	7844	8115	0
1291	114	2253	5507	0
1292	97	4921	20289	0
1293	109	4462	30144	0
1294	34	9272	28019	0
1295	186	3866	14492	0
1296	203	8742	1932	0
1297	180	5049	13043	0
1298	195	12260	4927	0
1299	180	1419	25120	0
1300	74	10489	24444	0
1301	7	12097	2512	0
1302	22	4143	9468	0
1303	168	11555	20869	0
1304	78	471	13816	0
1305	69	9489	34782	0
1306	141	13484	20289	0
1307	172	2802	3381	0
1308	163	8541	19130	0
1309	148	2107	2318	0
1310	19	7849	14782	0
1311	51	6083	1739	0
1312	187	8373	6183	0
1313	33	11790	16811	0
1314	169	2432	30144	0
1315	66	2723	12850	0
1316	191	4077	31884	0
1317	164	15565	3478	0
1318	16	7312	5314	0
1319	103	2221	20289	0
1320	124	4274	28405	0
1321	182	12074	25217	0
1322	179	601	8695	0
1323	85	15508	1835	0
1324	92	13207	1932	0
1325	138	7162	19130	0
1326	210	9730	20096	0
1327	5	9770	1449	0
1328	97	9258	2512	0
1329	200	223	16231	0
1330	214	6792	17004	0
1331	139	8442	20289	0
1332	36	1686	27536	0
1333	182	13311	579	0
1334	50	11540	5410	0
1335	126	3028	16521	0
1336	153	4704	34782	0
1337	8	5250	12367	0
1338	106	11619	4057	0
1339	24	6533	8502	0
1340	41	2292	1062	0
1341	7	9847	8888	0
1342	183	11871	27826	0
1343	80	11016	13913	0
1344	28	11479	386	0
1345	46	14879	15652	0
1346	53	2351	8695	0
1347	157	4523	8792	0
1348	52	7107	36231	0
1349	188	1948	6956	0
1350	63	12579	5410	0
1351	114	780	5314	0
1352	51	15376	1545	0
1353	144	692	10434	0
1354	166	8764	23188	0
1355	208	10210	25217	0
1356	27	133	16231	0
1357	6	10483	31400	0
1358	144	9231	0	13913
1359	99	14264	36425	0
1360	138	14602	6763	0
1361	188	7859	3478	0
1362	118	2782	8115	0
1363	187	2210	10434	0
1364	64	14693	14879	0
1365	143	5772	7729	0
1366	82	1560	5797	0
1367	13	3764	2318	0
1368	214	5617	28888	0
1369	193	5503	32657	0
1370	73	1938	3768	0
1371	108	11284	2415	0
1372	124	4430	6376	0
1373	104	6367	5797	0
1374	26	1565	43478	0
1375	111	2508	5410	0
1376	58	955	23188	0
1377	55	5469	21739	0
1378	1	5254	12173	0
1379	95	12698	15942	0
1380	116	10971	4347	0
1381	12	15374	3864	0
1382	137	11546	10048	0
1383	60	9443	5217	0
1384	129	13052	4444	0
1385	76	4764	11111	0
1386	120	14794	15652	0
1387	20	10877	39227	0
1388	147	14849	0	13043
1389	171	11418	4057	0
1390	148	9084	8115	0
1391	39	3722	40579	0
1392	40	11109	0	8695
1393	202	5481	22222	0
1394	172	11646	5314	0
1395	67	1827	25700	0
1396	169	4308	25700	0
1397	193	6124	2898	0
1398	204	13174	1545	0
1399	37	11498	5024	0
1400	180	6481	26086	0
1401	142	14309	0	11594
1402	201	6799	13043	0
1403	137	4584	4637	0
1404	206	3751	15942	0
1405	68	12695	5314	0
1406	127	7110	23188	0
1407	149	10728	0	579
1408	163	11591	0	4637
1409	97	7995	17391	0
1410	106	3655	39130	0
1411	95	8350	5410	0
1412	15	14428	2318	0
1413	35	9708	23864	0
1414	36	2011	29758	0
1415	149	5504	0	5410
1416	18	757	19323	0
1417	183	10232	23864	0
1418	90	7396	29758	0
1419	141	2666	5217	0
1420	52	10691	2898	0
1421	36	10137	22415	0
1422	205	8103	5410	0
1423	50	10318	16231	0
1424	104	4247	9468	0
1425	11	4484	27632	0
1426	93	8024	0	0
1427	40	14116	17584	0
1428	208	2738	25700	0
1429	63	5586	9661	0
1430	132	3117	11207	0
1431	37	11645	25700	0
1432	181	4951	1932	0
1433	91	3481	2318	0
1434	136	601	0	1545
1435	114	14936	7246	0
1436	113	11061	11594	0
1437	122	11612	5217	0
1438	17	11811	28405	0
1439	73	8725	5217	0
1440	60	14820	23188	0
1441	83	5999	6086	0
1442	138	1078	18550	0
1443	88	13195	22415	0
1444	160	7243	2608	0
1445	114	11474	40579	0
1446	208	12720	7536	0
1447	97	4509	20869	0
1448	46	3371	10434	0
1449	195	3883	0	10821
1450	63	691	8115	0
1451	159	7540	1352	0
1452	85	12937	10628	0
1453	14	8689	1835	0
1454	104	7808	36521	0
1455	98	10993	4347	0
1456	73	5866	1739	0
1457	71	9301	8115	0
1458	42	7654	10434	0
1459	59	3110	5797	0
1460	91	8040	579	0
1461	178	1269	0	42028
1462	203	6572	0	14782
1463	153	8436	22608	0
1464	199	9656	4347	0
1465	196	10036	2898	0
1466	101	13408	4637	0
1467	202	8989	9275	0
1468	205	4485	9275	0
1469	198	7485	19323	0
1470	112	5631	3381	0
1471	208	12585	289	0
1472	201	9956	10628	0
1473	89	8532	22995	0
1474	102	9650	2318	0
1475	100	6512	1159	0
1476	83	1969	4637	0
1477	138	1031	869	0
1478	169	10088	18067	0
1479	106	7471	1449	0
1480	45	3233	12560	0
1481	4	2503	7246	0
1482	45	2727	386	0
1483	135	11310	772	0
1484	84	14339	1545	0
1485	26	14411	2318	0
1486	159	1304	10048	0
1487	199	7311	1159	0
1488	205	4950	2705	0
1489	52	8959	0	1159
1490	173	7172	579	0
1491	117	3271	18357	0
1492	182	8784	8792	0
1493	61	13039	7246	0
1494	34	14738	20096	0
1495	92	11872	11594	0
1496	217	5102	1159	0
1497	51	7796	386	0
1498	97	10213	0	9661
1499	140	6085	1449	0
1500	143	10848	18550	0
1501	214	15366	10821	0
1502	39	3278	11014	0
1503	174	5299	1449	0
1504	114	9657	1352	0
1505	178	5206	17391	0
1506	54	14816	8115	0
1507	111	1003	0	7826
1508	4	2505	4444	0
1509	101	5643	12753	0
1510	105	4358	28985	0
1511	23	11388	772	0
1512	27	8750	5217	0
1513	73	1437	0	18937
1514	16	14569	10434	0
1515	55	15342	386	0
1516	176	14401	40579	0
1517	108	228	8695	0
1518	90	13094	0	11304
1519	39	1295	17004	0
1520	122	12576	4830	0
1521	81	13844	33623	0
1522	151	13523	20096	0
1523	44	14877	20096	0
1524	108	15506	16425	0
1525	94	10202	2318	0
1526	212	4660	32657	0
1527	67	2226	22318	0
1528	43	12279	24154	0
1529	34	2699	18937	0
1530	50	9748	7729	0
1531	156	2975	4830	0
1532	29	10756	17004	0
1533	210	11321	2705	0
1534	202	7017	2705	0
1535	167	6840	966	0
1536	128	8671	6666	0
1537	74	15431	0	28405
1538	77	4669	0	8695
1539	213	6703	26086	0
1540	78	7337	10821	0
1541	147	15399	2318	0
1542	160	4446	16811	0
1543	175	3354	386	0
1544	34	11967	21642	0
1545	197	5455	16231	0
1546	178	8452	17584	0
1547	202	15089	8695	0
1548	92	10547	10821	0
1549	107	2742	8888	0
1550	66	1032	6666	0
1551	121	4681	386	0
1552	212	8744	0	11594
1553	22	6381	12173	0
1554	65	5177	0	3188
1555	51	14074	5603	0
1556	112	3479	3478	0
1557	90	2801	8502	0
1558	199	11338	7246	0
1559	24	2215	15458	0
1560	217	6621	15652	0
1561	149	588	5314	0
1562	76	13629	20869	0
1563	3	12688	2608	0
1564	57	11272	4830	0
1565	42	7824	1932	0
1566	41	8197	25217	0
1567	17	14598	3864	0
1568	176	242	20289	0
1569	23	15273	16908	0
1570	184	14127	26376	0
1571	191	12502	24347	0
1572	4	4212	9855	0
1573	174	10220	6956	0
1574	92	1528	2705	0
1575	8	8461	8115	0
1576	169	768	1256	0
1577	19	11096	3381	0
1578	216	12342	32463	0
1579	178	10396	10434	0
1580	214	9521	966	0
1581	112	4022	18840	0
1582	179	7681	9661	0
1583	139	12622	193	0
1584	54	14788	33623	0
1585	5	12283	2318	0
1586	182	12582	5797	0
1587	216	659	13816	0
1588	109	10905	4251	0
1589	167	9803	22028	0
1590	62	11988	11304	0
1591	127	7119	2705	0
1592	106	9223	15652	0
1593	128	10771	43478	0
1594	163	9162	14879	0
1595	51	8766	10048	0
1596	92	12830	16908	0
1597	190	4665	0	0
1598	18	11770	1835	0
1599	164	1221	8502	0
1600	157	8850	16231	0
1601	142	13306	17584	0
1602	115	14604	16425	0
1603	144	3512	13043	0
1604	79	12979	0	14879
1605	79	3060	4637	0
1606	117	13983	27632	0
1607	46	9497	1835	0
1608	96	3164	2512	0
1609	9	3152	4057	0
1610	169	15172	15458	0
1611	156	14202	4251	0
1612	151	4974	8695	0
1613	61	13632	5507	0
1614	173	5598	20289	0
1615	201	9964	5314	0
1616	44	2507	22028	0
1617	55	6901	15072	0
1618	50	5682	21352	0
1619	176	397	25507	0
1620	180	9772	966	0
1621	110	15442	19613	0
1622	70	4415	6763	0
1623	144	6249	5797	0
1624	95	11197	0	17584
1625	204	555	2415	0
1626	53	13678	29758	0
1627	53	4060	43478	0
1628	211	12084	2318	0
1629	99	11901	4347	0
1630	177	3764	6376	0
1631	65	4556	13816	0
1632	126	11969	966	0
1633	189	14126	15072	0
1634	101	2960	7342	0
1635	186	5504	15942	0
1636	207	9747	25120	0
1637	43	6331	11594	0
1638	65	4420	2512	0
1639	66	6445	24347	0
1640	99	14376	579	0
1641	186	5849	289	0
1642	192	13195	20000	0
1643	32	9383	2318	0
1644	152	6495	24444	0
1645	87	6524	17584	0
1646	170	5513	6763	0
1647	58	5083	33333	0
1648	103	2990	10434	0
1649	50	274	4637	0
1650	169	13128	869	0
1651	67	14179	12753	0
1652	170	15558	10144	0
1653	52	14718	2705	0
1654	125	6583	2801	0
1655	56	13192	4830	0
1656	122	12771	772	0
1657	100	12218	1545	0
1658	40	6189	3478	0
1659	190	4536	18840	0
1660	32	13058	1932	0
1661	143	14012	12560	0
1662	35	11135	12753	0
1663	85	558	13526	0
1664	116	4173	11207	0
1665	2	1292	14492	0
1666	201	7296	11594	0
1667	183	1441	12173	0
1668	71	13233	33333	0
1669	217	10559	17391	0
1670	171	9455	0	21739
1671	46	12207	3768	0
1672	142	13543	40579	0
1673	57	13618	12753	0
1674	111	13871	13913	0
1675	214	820	2705	0
1676	148	6820	26086	0
1677	63	11747	1932	0
1678	126	11152	2608	0
1679	163	4719	13913	0
1680	216	11281	7826	0
1681	103	10989	18067	0
1682	155	11324	16231	0
1683	45	5970	14202	0
1684	97	7596	19323	0
1685	32	8943	0	30821
1686	60	3046	22995	0
1687	144	5558	14492	0
1688	154	8489	3285	0
1689	216	13577	7729	0
1690	128	1303	36425	0
1691	46	11655	8115	0
1692	197	663	13913	0
1693	123	8281	17584	0
1694	160	10269	4637	0
1695	2	12992	772	0
1696	189	1735	0	966
1697	70	9383	0	6956
1698	146	1268	9468	0
1699	158	8116	289	0
1700	20	1925	17004	0
1701	51	11744	2705	0
1702	77	2019	5797	0
1703	48	5913	40579	0
1704	73	10725	19323	0
1705	181	9883	8695	0
1706	79	31	20869	0
1707	176	13831	1449	0
1708	68	6890	3091	0
1709	173	13999	579	0
1710	126	13375	0	0
1711	25	11278	0	19613
1712	25	8021	4637	0
1713	159	5391	2415	0
1714	201	7546	28985	0
1715	178	926	5797	0
1716	173	9093	11594	0
1717	188	13809	3188	0
1718	186	2097	11304	0
1719	26	15144	1932	0
1720	19	3611	17584	0
1721	215	1252	4347	0
1722	170	8703	5410	0
1723	3	7471	0	4251
1724	186	11852	10821	0
1725	16	3739	0	1739
1726	74	7132	1352	0
1727	121	7884	15942	0
1728	87	13635	8695	0
1729	125	14059	3091	0
1730	167	11505	966	0
1731	97	15062	43478	0
1732	216	11928	6956	0
1733	63	10109	869	0
1734	182	4008	386	0
1735	10	12412	4927	0
1736	93	6440	1545	0
1737	94	7860	25217	0
1738	213	8702	11690	0
1739	170	330	1739	0
1740	158	3304	8115	0
1741	81	7554	34782	0
1742	81	10879	9565	0
1743	139	14557	19130	0
1744	118	3725	6956	0
1745	174	7598	17391	0
1746	155	2419	30144	0
1747	144	5838	33913	0
1748	118	6211	6956	0
1749	63	4077	9275	0
1750	190	13028	19130	0
1751	147	15511	7729	0
1752	143	8027	26570	0
1753	5	1582	4347	0
1754	128	14096	6956	0
1755	124	14411	676	0
1756	37	13952	16231	0
1757	19	11148	11594	0
1758	178	5302	13913	0
1759	15	3302	0	7342
1760	205	10422	27632	0
1761	106	10538	0	1449
1762	118	14985	1545	0
1763	92	7007	3188	0
1764	184	1575	96	0
1765	71	5070	12753	0
1766	65	2597	0	772
1767	35	6103	0	12560
1768	61	15145	0	17004
1769	165	3441	6086	0
1770	194	4163	12753	0
1771	167	12184	579	0
1772	34	6817	7439	0
1773	214	13026	4444	0
1774	130	7380	15652	0
1775	82	11802	13816	0
1776	111	9853	2028	0
1777	215	8980	2125	0
1778	83	15357	1159	0
1779	51	7760	6183	0
1780	73	11001	1352	0
1781	172	5699	4734	0
1782	131	1283	8115	0
1783	118	8861	0	14879
1784	67	11259	22318	0
1785	46	10347	27632	0
1786	112	5263	7729	0
1787	15	13096	0	0
1788	135	2730	23478	0
1789	42	6341	6376	0
1790	216	9248	7826	0
1791	127	8923	772	0
1792	214	11069	6280	0
1793	28	37	18260	0
1794	176	7804	15652	0
1795	37	12909	17004	0
1796	92	3203	1449	0
1797	33	11923	2125	0
1798	5	8071	33333	0
1799	100	15159	4637	0
1800	9	14224	3285	0
1801	50	1317	16328	0
1802	149	529	17391	0
1803	204	7427	17391	0
1804	116	190	22318	0
1805	196	6183	15072	0
1806	135	5735	6956	0
1807	127	1906	22608	0
1808	209	7122	22608	0
1809	136	8227	11497	0
1810	116	4799	18067	0
1811	50	13862	37874	0
1812	59	13586	27826	0
1813	76	9821	1932	0
1814	196	1896	0	14879
1815	204	8646	9275	0
1816	209	5428	10048	0
1817	12	3804	12173	0
1818	35	1228	14782	0
1819	85	8662	5797	0
1820	120	4827	772	0
1821	138	13828	4830	0
1822	134	2374	8115	0
1823	45	9517	8502	0
1824	37	2881	772	0
1825	49	8236	10628	0
1826	159	12398	10821	0
1827	31	815	0	0
1828	169	15463	26086	0
1829	155	9380	24444	0
1830	48	7672	3188	0
1831	183	13896	18260	0
1832	158	10121	8502	0
1833	106	4598	2608	0
1834	60	5008	16231	0
1835	107	12245	2705	0
1836	206	10541	12367	0
1837	163	3179	20869	0
1838	97	12275	1352	0
1839	46	6913	17584	0
1840	5	11280	4057	0
1841	206	2838	2318	0
1842	39	15215	3091	0
1843	189	7292	4637	0
1844	147	7260	19323	0
1845	164	9774	4347	0
1846	12	7625	7729	0
1847	118	1719	10821	0
1848	187	439	1062	0
1849	217	6433	1545	0
1850	100	13027	9275	0
1851	38	1953	6086	0
1852	141	5200	27632	0
1853	106	5890	4251	0
1854	65	7339	0	20193
1855	191	8875	1932	0
1856	58	8650	869	0
1857	146	8979	8212	0
1858	18	2804	1739	0
1859	105	2503	5217	0
1860	67	10388	23864	0
1861	2	9438	8405	0
1862	27	1713	8695	0
1863	15	13363	0	16231
1864	130	5580	579	0
1865	160	15058	25700	0
1866	63	10966	13043	0
1867	186	3050	31111	0
1868	74	11154	0	29758
1869	208	4990	28019	0
1870	198	2808	11497	0
1871	161	10666	10821	0
1872	29	8775	0	11594
1873	113	14196	1352	0
1874	180	6630	4830	0
1875	43	6223	4637	0
1876	73	11908	8695	0
1877	73	4268	10144	0
1878	210	5280	0	0
1879	98	12574	36425	0
1880	193	9697	20289	0
1881	133	5905	5797	0
1882	62	10864	21739	0
1883	216	10524	22222	0
1884	75	11811	7729	0
1885	124	12434	16811	0
1886	39	5684	17584	0
1887	208	9530	28405	0
1888	139	270	3478	0
1889	214	12283	21256	0
1890	134	10631	4637	0
1891	81	11582	579	0
1892	195	8223	2705	0
1893	2	6612	39130	0
1894	200	1231	8115	0
1895	50	15033	17584	0
1896	113	2660	13816	0
1897	216	11147	13913	0
1898	132	5071	29758	0
1899	109	15191	0	8502
1900	173	3042	676	0
1901	181	7378	7729	0
1902	164	13082	5024	0
1903	99	7579	28019	0
1904	17	13033	30821	0
1905	197	1221	0	8695
1906	168	4596	43478	0
1907	170	11981	869	0
1908	144	1430	0	1449
1909	179	13760	30144	0
1910	120	10971	12560	0
1911	98	9859	5410	0
1912	177	9444	2318	0
1913	118	1904	10628	0
1914	118	2245	3478	0
1915	66	15526	21642	0
1916	184	2890	31400	0
1917	137	569	20289	0
1918	172	4322	12173	0
1919	91	13448	28888	0
1920	12	8386	13333	0
1921	83	8175	3381	0
1922	35	308	0	11014
1923	83	103	2222	0
1924	169	2885	30434	0
1925	18	2895	2028	0
1926	29	4745	17777	0
1927	208	2455	1932	0
1928	207	10986	17584	0
1929	199	9075	32463	0
1930	13	996	32657	0
1931	216	9671	1932	0
1932	1	3076	0	27536
1933	94	2693	1159	0
1934	140	2220	7729	0
1935	200	2822	0	0
1936	54	8474	27053	0
1937	1	8223	5603	0
1938	99	3078	20000	0
1939	160	9968	0	2705
1940	172	14886	6086	0
1941	127	15063	6956	0
1942	140	14661	0	17391
1943	188	12742	2608	0
1944	57	1159	0	42028
1945	1	12608	11207	0
1946	3	12417	10434	0
1947	193	14721	0	2318
1948	105	1254	0	8115
1949	1	1860	386	0
1950	38	13259	7826	0
1951	170	4442	12560	0
1952	162	9586	7729	0
1953	109	7988	3478	0
1954	71	2549	9855	0
1955	34	4663	7246	0
1956	51	11260	11207	0
1957	47	11745	2898	0
1958	18	256	5797	0
1959	211	13891	12753	0
1960	15	11296	4927	0
1961	188	2596	6183	0
1962	58	13869	3091	0
1963	67	10437	0	7536
1964	148	11748	32463	0
1965	142	12565	26086	0
1966	189	4270	0	6666
1967	36	10537	6956	0
1968	73	13892	11304	0
1969	103	6616	2801	0
1970	179	13572	0	13913
1971	74	15290	12173	0
1972	179	2022	4637	0
1973	57	15350	8888	0
1974	37	625	289	0
1975	215	1143	0	9275
1976	50	4801	10628	0
1977	29	6577	33816	0
1978	3	884	1256	0
1979	121	9633	5797	0
1980	186	12047	28888	0
1981	9	13334	28695	0
1982	52	4812	289	0
1983	35	1319	3188	0
1984	84	8193	2898	0
1985	58	7322	6086	0
1986	20	8791	579	0
1987	52	11444	4251	0
1988	150	6941	18260	0
1989	187	13869	676	0
1990	171	1994	1159	0
1991	22	1184	4347	0
1992	125	4334	10628	0
1993	112	12680	0	7729
1994	103	15557	5024	0
1995	29	3758	28019	0
1996	75	4525	15652	0
1997	3	4347	2125	0
1998	212	8980	12173	0
1999	93	8645	14202	0
2000	65	10621	11594	0
2001	132	7274	32657	0
2002	170	5411	20289	0
2003	166	7722	39227	0
2004	154	15440	11594	0
2005	30	14883	35169	0
2006	116	10156	13913	0
2007	5	11915	193	0
2008	116	8132	10628	0
2009	104	4759	28985	0
2010	112	3925	3478	0
2011	140	12631	0	10434
2012	19	9372	4637	0
2013	3	3640	36425	0
2014	148	4060	25700	0
2015	171	2577	20289	0
2016	99	1369	6956	0
2017	6	7587	2898	0
2018	133	14639	30821	0
2019	190	9325	1739	0
2020	78	2799	22318	0
2021	182	11808	0	12173
2022	44	13411	32463	0
2023	133	2547	10144	0
2024	135	8822	17777	0
2025	81	8849	16521	0
2026	167	11503	3864	0
2027	56	15059	18840	0
2028	158	6238	28695	0
2029	171	4809	23188	0
2030	199	12366	37681	0
2031	95	4671	17584	0
2032	157	8238	24444	0
2033	65	12994	7439	0
2034	1	1662	0	1256
2035	95	11847	20096	0
2036	90	14365	10628	0
2037	134	14136	18840	0
2038	69	8485	21642	0
2039	146	4060	13913	0
2040	115	2871	3478	0
2041	50	11028	8792	0
2042	75	1166	11304	0
2043	10	13621	1739	0
2044	192	11483	25507	0
2045	65	4409	9565	0
2046	149	1549	6956	0
2047	140	173	0	13913
2048	56	3621	31304	0
2049	110	6378	18937	0
2050	79	14036	3478	0
2051	26	10778	13333	0
2052	183	6533	9661	0
2053	94	5914	13913	0
2054	194	5466	5410	0
2055	9	8970	10048	0
2056	21	13626	31884	0
2057	97	3857	3478	0
2058	153	11044	8115	0
2059	143	354	1932	0
2060	23	6051	1739	0
2061	151	5845	3671	0
2062	162	2456	193	0
2063	149	14171	0	0
2064	138	1501	39227	0
2065	72	7574	2318	0
2066	152	6368	6570	0
2067	49	11131	0	10434
2068	35	10035	17004	0
2069	196	9309	3381	0
2070	156	8609	30821	0
2071	174	9765	1449	0
2072	6	1095	31884	0
2073	74	11605	4347	0
2074	42	15385	772	0
2075	64	1382	21642	0
2076	1	7133	0	9565
2077	1	7228	0	3478
2078	18	9202	5797	0
2079	34	9162	9275	0
2080	102	4985	25700	0
2081	44	308	13913	0
2082	28	14046	3381	0
2083	216	12962	4637	0
2084	27	10970	7439	0
2085	63	3653	16425	0
2086	78	7373	0	23188
2087	209	9914	772	0
2088	114	6379	772	0
2089	180	4374	6956	0
2090	189	11207	24347	0
2091	18	905	6666	0
2092	81	5124	10048	0
2093	149	4065	4637	0
2094	16	11390	4637	0
2095	67	3476	2898	0
2096	143	311	3864	0
2097	75	2023	966	0
2098	87	6492	19323	0
2099	167	11943	10144	0
2100	92	4276	7536	0
2101	62	11906	5603	0
2102	31	1340	3188	0
2103	47	8383	9661	0
2104	206	4156	10628	0
2105	28	783	13526	0
2106	142	3178	24347	0
2107	185	9766	4057	0
2108	76	5543	24154	0
2109	140	460	4637	0
2110	45	7235	3478	0
2111	185	14001	9661	0
2112	131	9117	0	4057
2113	86	10364	1739	0
2114	90	10838	13913	0
2115	215	8119	6086	0
2116	176	13045	0	0
2117	166	3319	2705	0
2118	17	14450	579	0
2119	143	11491	0	30434
2120	120	1747	6086	0
2121	139	5269	24154	0
2122	40	10278	869	0
2123	102	9446	37681	0
2124	56	581	18550	0
2125	42	4230	12173	0
2126	21	13173	24347	0
2127	108	3308	0	39227
2128	176	15325	7729	0
2129	190	1928	26086	0
2130	184	5935	2705	0
2131	53	10976	11594	0
2132	191	2565	0	22318
2133	144	14296	10821	0
2134	133	11446	15555	0
2135	91	2841	14685	0
2136	83	14474	5603	0
2137	123	7813	28695	0
2138	77	10184	24154	0
2139	4	5999	26376	0
2140	168	5980	2898	0
2141	185	4920	21256	0
2142	124	4697	31884	0
2143	14	174	2318	0
2144	121	10249	13140	0
2145	166	3533	7342	0
2146	189	6484	9468	0
2147	177	13159	0	17391
2148	6	7404	21739	0
2149	64	4909	18840	0
2150	93	3996	6956	0
2151	87	14312	6086	0
2152	195	12882	6666	0
2153	33	6768	483	0
2154	21	9612	7536	0
2155	101	12820	1159	0
2156	180	2211	4927	0
2157	181	6273	22608	0
2158	185	2759	18357	0
2159	172	13211	4927	0
2160	12	5074	966	0
2161	16	3190	32657	0
2162	202	12497	6376	0
2163	143	7230	10048	0
2164	26	9995	11111	0
2165	104	13933	32657	0
2166	122	14560	27053	0
2167	57	5093	19130	0
2168	196	7461	2512	0
2169	105	7256	12173	0
2170	3	7706	0	8115
2171	92	5397	1545	0
2172	65	13559	25120	0
2173	192	7703	4637	0
2174	203	1658	27632	0
2175	156	4994	1449	0
2176	15	11970	27632	0
2177	154	13816	193	0
2178	98	8009	4251	0
2179	128	14611	20289	0
2180	191	985	15458	0
